,Player_Name,Stats_Span,Matches_Played,Batting_Innings,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Batting_SR,Hundreds_Scored,Fifties_Scored,Ducks,Bowling_Innings,Balls_Bowled,Maidens,Runs_Given,Wickets_Taken,Best_Figures,Bowling_Average,Economy,Bowling_SR,Five_Wicket_Haul,Ten_Wicket_Haul,Catches_Taken,Stumps
164,Aviel Warsulkar,2024-2024,2,2,2,2,2*,0.00,66.66,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
165,Ayaan Khan,2024-2024,20,18,4,258,45,18.42,101.57,0,0,1,13,108,0,181,2,1/4,90.50,10.05,54.0,0,0,16,0
166,Azam Khan,2024-2024,9,9,2,81,30*,11.57,152.83,0,0,3,0,0,0,0,0,0,0.00,0,0,0,0,2,0
167,Azhar Andani,2024-2024,3,3,0,40,29,13.33,74.07,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
168,Azin Rafeeg,2024-2024,1,1,1,2,2*,0.00,40.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
169,Aziz Mohammad,2024-2024,3,3,0,33,25,11.00,132.00,0,0,1,3,72,0,100,2,1/27,50.00,8.33,36.0,0,0,0,0
170,Aziz Sualley,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
171,Azmatullah Omarzai,2024-2024,18,18,0,194,31,10.77,107.77,0,0,4,15,259,1,359,15,4/9,23.93,8.31,17.2,0,0,4,0
172,Azri Azhar,2024-2024,2,0,0,0,0,0.00,0.00,0,0,0,1,18,0,17,0,0,0.00,5.66,0,0,0,1,0
173,Azyan Farhath,2024-2024,17,17,6,559,66*,50.81,94.10,0,5,0,10,150,4,165,10,4/5,16.50,6.60,15.0,0,0,3,0
174,B Angeltti,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
175,B Arora,2024-2024,8,7,3,43,13,10.75,93.47,0,0,0,7,126,0,183,8,2/24,22.87,8.71,15.7,0,0,0,0
176,B Balala,2024-2024,6,3,2,9,6*,9.00,50.00,0,0,0,5,42,0,77,3,1/9,25.66,11.00,14.0,0,0,1,0
177,B Bhandari,2024-2024,4,3,0,73,42,24.33,158.69,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
178,B Dugic,2024-2024,4,3,2,13,8*,13.00,50.00,0,0,0,2,24,0,39,2,1/14,19.50,9.75,12.0,0,0,2,0
179,B Fernando,2024-2024,5,1,0,0,0,0.00,0.00,0,0,1,5,102,0,164,4,2/18,41.00,9.64,25.5,0,0,0,0
180,B Fitchet,2024-2024,12,12,0,221,41,18.41,132.33,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,3,0
181,B Ito-Davis,2024-2024,10,7,2,132,47*,26.40,138.94,0,0,0,9,122,1,69,14,3/8,4.92,3.39,8.7,0,0,6,0
182,B Ivanov,2024-2024,1,1,1,5,5*,0.00,45.45,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
183,B Jaye,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
184,B Jerkovic,2024-2024,4,3,2,7,4,7.00,46.66,0,0,0,1,6,0,11,0,0,0.00,11.00,0,0,0,1,0
185,B Kohler-Cadmore,2024-2024,4,4,0,87,38,21.75,145.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,3,0
186,B Mahesh,2024-2024,6,4,1,16,8,5.33,160.00,0,0,0,5,84,0,112,3,1/21,37.33,8.00,28.0,0,0,0,0
187,B Masaba,2024-2024,6,5,3,13,9*,6.50,40.62,0,0,1,3,72,0,69,5,2/21,13.80,5.75,14.4,0,0,2,0
188,B Mavuta,2024-2024,3,2,1,4,4,4.00,57.14,0,0,0,3,66,1,67,6,3/10,11.16,6.09,11.0,0,0,0,0
189,B McMullen,2024-2024,10,9,1,285,61*,35.62,144.67,0,4,0,3,48,0,69,1,1/25,69.00,8.62,48.0,0,0,6,0
190,B Mejaro,2024-2024,3,3,0,2,2,0.66,15.38,0,0,2,2,36,0,55,2,1/25,27.50,9.16,18.0,0,0,0,0
191,B Mngoma,2024-2024,3,3,2,5,3*,5.00,31.25,0,0,0,2,16,0,11,2,1/1,5.50,4.12,8.0,0,0,0,0
192,B Muzarabani,2024-2024,18,8,3,21,9*,4.20,100.00,0,0,2,18,372,3,368,22,3/8,16.72,5.93,16.9,0,0,1,0
193,BA Carse,2024-2024,1,1,0,0,0,0.00,0.00,0,0,1,1,24,0,26,2,2/26,13.00,6.50,12.0,0,0,1,0
194,BA King,2024-2024,15,15,1,398,79,28.42,143.68,0,3,0,0,0,0,0,0,0,0.00,0,0,0,0,6,0
195,BC Fortuin,2024-2024,8,6,4,24,11*,12.00,92.30,0,0,1,8,126,0,175,3,1/8,58.33,8.33,42.0,0,0,0,0
196,BD Glover,2024-2024,1,1,1,4,4*,0.00,400.00,0,0,0,1,12,0,24,0,0,0.00,12.00,0,0,0,1,0
197,BFW de Leede,2024-2024,10,10,2,112,32,14.00,85.49,0,0,1,8,155,1,232,6,2/22,38.66,8.98,25.8,0,0,6,0
198,BG Lister,2024-2024,2,1,0,1,1,1.00,50.00,0,0,0,1,12,0,10,1,1/10,10.00,5.00,12.0,0,0,1,0
199,BI Dilruksha,2024-2024,5,5,0,63,24,12.60,67.74,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,4
200,BJ Bennett,2024-2024,18,18,2,455,91,28.43,158.53,0,3,2,8,80,2,117,5,2/20,23.40,8.77,16.0,0,0,6,0
201,BJ Currie,2024-2024,9,4,3,15,8*,15.00,62.50,0,0,0,8,180,1,170,14,3/7,12.14,5.66,12.8,0,0,3,0
202,BJ McCarthy,2024-2024,10,6,3,12,6*,4.00,41.37,0,0,1,10,228,1,287,10,3/15,28.70,7.55,22.8,0,0,2,0
203,BKG Mendis,2024-2024,20,20,1,572,86,30.10,128.82,0,3,1,0,0,0,0,0,0,0.00,0,0,0,0,11,8
204,Babar Azam,2024-2024,21,20,1,666,75,35.05,132.66,0,6,1,0,0,0,0,0,0,0.00,0,0,0,0,10,0
205,Babar Hayat,2024-2024,27,23,2,651,110,31.00,137.34,1,3,3,0,0,0,0,0,0,0.00,0,0,0,0,12,0
206,Baseer Khan,2024-2024,9,5,2,20,9,6.66,86.95,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
207,Bashir Ahmad,2024-2024,1,1,0,5,5,5.00,125.00,0,0,0,1,12,0,36,0,0,0.00,18.00,0,0,0,0,0
208,Basil George,2024-2024,9,9,1,161,103*,20.12,108.05,1,0,2,1,6,0,14,0,0,0.00,14.00,0,0,0,4,0
209,Basil Hameed,2024-2024,14,9,3,135,44*,22.50,142.10,0,0,1,12,225,0,240,20,4/25,12.00,6.40,11.2,0,0,7,0
210,Basiru Jaye,2024-2024,2,1,0,6,6,6.00,150.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
211,Bilal Hassun,2024-2024,4,2,0,8,8,4.00,47.05,0,0,1,4,54,0,68,3,2/14,22.66,7.55,18.0,0,0,0,0
212,Bilal Khan,2024-2024,15,5,5,3,1*,0.00,42.85,0,0,0,15,317,0,430,18,3/11,23.88,8.13,17.6,0,0,0,0
213,Bilal Masud,2024-2024,11,11,5,267,66,44.50,117.10,0,1,0,8,127,0,137,6,2/18,22.83,6.47,21.1,0,0,5,0
214,Bilal Tahir,2024-2024,17,10,3,225,40*,32.14,149.00,0,0,0,1,2,0,1,1,1/1,1.00,3.00,2.0,0,0,4,0
215,Bilal Zalmai,2024-2024,6,6,2,218,71*,54.50,177.23,0,2,0,6,144,0,155,7,2/19,22.14,6.45,20.5,0,0,1,0
216,C Bogdanos,2024-2024,2,2,1,64,39*,64.00,83.11,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
217,C Brennan,2024-2024,11,10,4,151,52,25.16,151.00,0,1,1,0,0,0,0,0,0,0.00,0,0,0,0,6,0
218,C Campher,2024-2024,14,14,1,191,49,14.69,115.75,0,0,3,11,168,0,238,5,2/24,47.60,8.50,33.6,0,0,12,0
219,C Cassell,2024-2024,1,1,0,1,1,1.00,33.33,0,0,0,1,6,0,19,0,0,0.00,19.00,0,0,0,1,0
220,C Chatphaisan,2024-2024,17,17,2,340,70*,22.66,110.74,0,2,3,0,0,0,0,0,0,0.00,0,0,0,0,9,0
221,C Chete,2024-2024,4,3,0,9,6,3.00,60.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,1
222,C Connolly,2024-2024,2,0,0,0,0,0.00,0.00,0,0,0,2,30,0,45,0,0,0.00,9.00,0,0,0,1,0
223,C Dickson,2024-2024,6,4,2,47,30*,23.50,97.91,0,0,0,6,132,0,125,5,3/21,25.00,5.68,26.4,0,0,0,0
224,C Forshaw,2024-2024,8,2,0,15,12,7.50,107.14,0,0,0,8,144,0,201,16,3/17,12.56,8.37,9.0,0,0,1,0
225,C Green,2024-2024,5,4,2,124,62*,62.00,134.78,0,1,0,5,68,0,101,7,3/35,14.42,8.91,9.7,0,0,3,0
226,C Hartmann,2024-2024,3,3,0,23,20,7.66,109.52,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,3,0
227,C Hinze,2024-2024,19,6,3,61,23*,20.33,115.09,0,0,1,19,352,6,290,24,5/6,12.08,4.94,14.6,1,0,2,0
228,C Kyewuta,2024-2024,10,7,5,29,17*,14.50,80.55,0,0,0,10,181,0,185,14,4/13,13.21,6.13,12.9,0,0,1,0
229,C Madande,2024-2024,16,14,3,265,53*,24.09,129.26,0,1,2,0,0,0,0,0,0,0.00,0,0,0,0,6,0
230,C Malaya,2024-2024,5,1,1,0,0*,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
231,C Munoz-Mills,2024-2024,11,8,7,88,27*,88.00,151.72,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,10,0
232,CA Keita,2024-2024,5,5,0,8,5,1.60,21.05,0,0,1,4,43,0,53,4,2/7,13.25,7.39,10.7,0,0,1,0
233,CC Machado,2024-2024,1,1,1,3,3*,0.00,50.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
234,CE McConchie,2024-2024,3,2,0,16,15,8.00,80.00,0,0,0,1,1,0,4,0,0,0.00,24.00,0,0,0,0,0
235,CJ Anderson,2024-2024,11,10,2,212,55,26.50,104.95,0,1,0,6,72,0,90,2,1/11,45.00,7.50,36.0,0,0,2,0
236,CJ Jordan,2024-2024,7,3,1,5,3,2.50,45.45,0,0,0,7,125,0,189,12,4/10,15.75,9.07,10.4,0,0,5,0
237,CJ Langford,2024-2024,5,5,1,80,24*,20.00,109.58,0,0,0,5,93,0,109,7,3/13,15.57,7.03,13.2,0,0,1,0
238,CJA Amini,2024-2024,9,8,1,191,91*,27.28,115.75,0,1,1,5,56,0,53,4,3/18,13.25,5.67,14.0,0,0,3,0
239,CJPF Kalugamage,2024-2024,4,0,0,0,0,0.00,0.00,0,0,0,4,96,1,69,10,4/17,6.90,4.31,9.6,0,0,1,0
240,CK Jasmat,2024-2024,6,5,1,112,42*,28.00,103.70,0,0,0,4,71,0,78,3,1/8,26.00,6.59,23.6,0,0,4,0
241,CN Ackermann,2024-2024,3,3,0,50,34,16.66,106.38,0,0,0,3,72,1,68,4,3/15,17.00,5.66,18.0,0,0,1,0
242,CN Greaves,2024-2024,10,8,3,37,9*,7.40,77.08,0,0,1,9,114,0,155,7,2/13,22.14,8.15,16.2,0,0,2,0
243,CN Kakuru,2024-2024,3,2,0,10,10,5.00,100.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,2,1
244,CPPM Sadun,2024-2024,6,5,0,101,29,20.20,92.66,0,0,0,6,108,0,142,1,1/17,142.00,7.88,108.0,0,0,2,0
245,CR Ervine,2024-2024,6,6,0,100,70,16.66,104.16,0,1,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
246,CV Anto,2024-2024,18,18,4,431,75,30.78,163.87,0,2,0,0,0,0,0,0,0,0.00,0,0,0,0,6,0
247,Chaudhary Akram,2024-2024,2,0,0,0,0,0.00,0.00,0,0,0,2,30,0,27,4,2/13,6.75,5.40,7.5,0,0,1,0
248,Chen Zhuo Yue,2024-2024,7,7,1,37,14,6.16,63.79,0,0,1,7,120,2,156,4,3/7,39.00,7.80,30.0,0,0,4,0
249,Choudry Share Ali,2024-2024,4,4,1,96,58,32.00,195.91,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
250,D Ajekun,2024-2024,4,4,0,26,20,6.50,86.66,0,0,1,1,6,0,10,0,0,0.00,10.00,0,0,0,0,0
251,D Berthe,2024-2024,2,2,0,0,0,0.00,0.00,0,0,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
252,D Birrell,2024-2024,10,3,1,13,6*,6.50,92.85,0,0,0,10,211,1,243,16,3/19,15.18,6.90,13.1,0,0,6,0
253,D Dawa,2024-2024,2,2,2,3,2*,0.00,42.85,0,0,0,2,30,0,38,3,3/13,12.66,7.60,10.0,0,0,0,0
254,D Dewald,2024-2024,10,6,0,60,25,10.00,70.58,0,0,1,10,210,1,249,10,2/22,24.90,7.11,21.0,0,0,1,0
255,D Doyle-Calle,2024-2024,11,10,1,273,72,30.33,142.93,0,2,0,1,6,0,4,0,0,0.00,4.00,0,0,0,14,0
256,D Ferreira,2024-2024,2,2,0,12,8,6.00,100.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
257,D Finau,2024-2024,6,3,2,14,14*,14.00,350.00,0,0,1,4,42,0,66,3,3/34,22.00,9.42,14.0,0,0,2,0
258,D Foxcroft,2024-2024,4,3,0,78,34,26.00,113.04,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
259,D Ganesh,2024-2024,5,4,1,2,1*,0.66,20.00,0,0,2,5,114,2,86,8,4/7,10.75,4.52,14.2,0,0,1,0
260,D Gumyusenge,2024-2024,9,8,2,114,41,19.00,84.44,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,7,0
261,D Heyliger,2024-2024,13,11,4,89,20,12.71,145.90,0,0,2,12,237,0,339,14,2/18,24.21,8.58,16.9,0,0,1,0
262,D Jakiel,2024-2024,15,8,3,74,38*,14.80,83.14,0,0,0,15,310,2,348,18,4/12,19.33,6.73,17.2,0,0,7,0
263,D Jamyansuren,2024-2024,3,3,0,3,2,1.00,7.31,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
264,D Kansonkho,2024-2024,15,15,2,241,32,18.53,106.16,0,0,0,3,16,0,6,2,2/1,3.00,2.25,8.0,0,0,8,0
265,D Khanal,2024-2024,3,3,0,31,18,10.33,88.57,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
266,D Long Martinez,2024-2024,2,2,0,83,79,41.50,148.21,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
267,D Madushanka,2024-2024,4,1,0,0,0,0.00,0.00,0,0,1,4,78,0,125,3,1/22,41.66,9.61,26.0,0,0,1,0
268,D Marsic,2024-2024,4,4,0,64,37,16.00,71.11,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
269,D Matla,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
270,D Mullen,2024-2024,5,1,1,1,1*,0.00,100.00,0,0,0,5,89,1,94,4,2/11,23.50,6.33,22.2,0,0,2,0
271,D Myers,2024-2024,10,10,2,269,96,33.62,146.19,0,2,2,1,6,0,28,0,0,0.00,28.00,0,0,0,2,0
272,DA Miller,2024-2024,13,12,2,241,59*,24.10,103.43,0,1,2,0,0,0,0,0,0,0.00,0,0,0,0,4,0
273,DB Loic,2024-2024,5,4,2,18,8*,9.00,105.88,0,0,0,5,72,1,61,5,3/15,12.20,5.08,14.4,0,0,1,0
274,DC Jurel,2024-2024,2,1,0,6,6,6.00,42.85,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,1
275,DE Burgess,2024-2024,5,3,0,10,5,3.33,43.47,0,0,0,4,41,0,50,2,2/14,25.00,7.31,20.5,0,0,2,0
276,DE Martel,2024-2024,1,1,0,10,10,10.00,66.66,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
277,DF Jacobs,2024-2024,1,1,0,1,1,1.00,10.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
278,DG Blampied,2024-2024,5,3,1,39,29,19.50,121.87,0,0,0,3,30,0,29,2,1/2,14.50,5.80,15.0,0,0,3,0
279,DJ Hawoe,2024-2024,25,20,3,145,30*,8.52,104.31,0,0,3,25,444,1,484,20,3/17,24.20,6.54,22.2,0,0,8,0
280,DJ Mitchell,2024-2024,8,7,2,194,72*,38.80,167.24,0,2,0,2,12,0,35,0,0,0.00,17.50,0,0,0,6,0
281,DK Kesuma,2024-2024,17,17,1,338,117*,21.12,107.98,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,7,0
282,DM Gondaria,2024-2024,3,3,0,57,28,19.00,126.66,0,0,0,1,6,0,5,1,1/5,5.00,5.00,6.0,0,0,1,0
283,DM Nakrani,2024-2024,10,10,2,129,51*,16.12,126.47,0,1,2,8,132,2,149,5,3/20,29.80,6.77,26.4,0,0,4,0
284,DM de Silva,2024-2024,6,6,1,116,34,23.20,105.45,0,0,0,3,23,0,14,3,1/1,4.66,3.65,7.6,0,0,4,0
285,DO Leicher,2024-2024,11,9,4,95,42*,19.00,87.15,0,0,1,5,42,0,71,2,1/4,35.50,10.14,21.0,0,0,1,0
286,DP Conway,2024-2024,9,8,1,160,63,22.85,118.51,0,1,1,0,0,0,0,0,0,0.00,0,0,0,0,9,2
287,DR Mousley,2024-2024,4,1,0,8,8,8.00,133.33,0,0,0,4,54,0,82,2,2/29,41.00,9.11,27.0,0,0,4,0
288,DS Airee,2024-2024,21,19,4,381,64*,25.40,149.41,0,2,0,21,374,2,360,24,3/21,15.00,5.77,15.5,0,0,13,0
289,DS Bajwa,2024-2024,11,11,1,221,56,22.10,113.33,0,2,1,1,0,0,7,0,0,0.00,0,0,0,0,3,0
290,DT Doram,2024-2024,6,2,2,2,2*,0.00,200.00,0,0,0,6,138,0,157,9,2/13,17.44,6.82,15.3,0,0,3,0
291,DV Devjani Mutreja,2024-2024,3,2,1,1,1*,1.00,33.33,0,0,1,1,1,0,2,1,1/2,2.00,12.00,1.0,0,0,0,0
292,DV Macome,2024-2024,5,2,2,0,0*,0.00,0.00,0,0,0,5,90,1,112,7,3/25,16.00,7.46,12.8,0,0,2,0
293,Danyal Akbar,2024-2024,3,3,1,30,17,15.00,96.77,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
294,Danyal Raja,2024-2024,7,6,0,50,15,8.33,76.92,0,0,0,7,120,2,172,6,2/26,28.66,8.60,20.0,0,0,2,0
295,Darwish Rasooli,2024-2024,1,1,0,2,2,2.00,40.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
296,Dawood Ahmadzai,2024-2024,9,7,5,47,23*,23.50,134.28,0,0,0,9,180,0,195,13,6/21,15.00,6.50,13.8,1,0,2,0
297,Delawar Khan,2024-2024,6,5,2,31,9*,10.33,134.78,0,0,1,6,72,0,81,5,2/17,16.20,6.75,14.4,0,0,2,0
298,Deng Jinqi,2024-2024,5,4,0,53,38,13.25,56.38,0,0,1,4,63,0,65,4,2/12,16.25,6.19,15.7,0,0,0,0
299,Devender Singh,2024-2024,1,1,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
300,Dhananjay Rao,2024-2024,8,3,0,5,5,1.66,62.50,0,0,2,8,132,1,155,7,4/13,22.14,7.04,18.8,0,0,4,0
301,Divyendra Singh,2024-2024,5,5,0,64,38,12.80,70.32,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,4,3
302,Dylan Steyn,2024-2024,5,5,0,75,29,15.00,131.57,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,6,0
303,E Batkhuyag,2024-2024,4,4,1,6,4*,2.00,46.15,0,0,1,2,23,0,38,1,1/13,38.00,9.91,23.0,0,0,0,0
304,E Beukes,2024-2024,11,11,4,157,33*,22.42,134.18,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,4,0
305,E Bhonkar,2024-2024,3,3,0,8,3,2.66,50.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
306,E Cruz,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
307,E Frimpong,2024-2024,4,2,1,6,6*,6.00,150.00,0,0,1,4,60,1,31,4,3/4,7.75,3.10,15.0,0,0,0,0
308,E Karimi,2024-2024,6,3,1,4,2,2.00,33.33,0,0,0,6,96,0,72,8,4/21,9.00,4.50,12.0,0,0,0,0
309,E Kubwimana,2024-2024,6,2,0,3,2,1.50,50.00,0,0,0,6,77,0,135,7,3/45,19.28,10.51,11.0,0,0,0,0
310,E Kuchey,2024-2024,4,2,1,14,14*,14.00,73.68,0,0,1,3,36,0,53,0,0,0.00,8.83,0,0,0,2,0
311,E Lewis,2024-2024,7,7,0,149,68,21.28,153.60,0,2,1,0,0,0,0,0,0,0.00,0,0,0,0,1,0
312,E Mathew,2024-2024,5,4,0,23,18,5.75,92.00,0,0,0,5,107,0,124,4,2/16,31.00,6.95,26.7,0,0,1,0
313,EF Beard,2024-2024,5,5,0,51,26,10.20,100.00,0,0,2,1,6,0,5,0,0,0.00,5.00,0,0,0,1,0
314,EI Azine,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
315,Ehsan Khan,2024-2024,27,14,4,60,16,6.00,83.33,0,0,2,26,557,2,562,46,4/5,12.21,6.05,12.1,0,0,5,0
316,Ehsan Nawaz,2024-2024,1,1,1,9,9*,0.00,225.00,0,0,0,1,18,0,24,2,2/24,12.00,8.00,9.0,0,0,2,0
317,Elan Talker,2024-2024,5,1,1,4,4*,0.00,133.33,0,0,0,5,96,0,118,4,2/18,29.50,7.37,24.0,0,0,1,0
318,Eric Phiri,2024-2024,4,4,1,21,7,7.00,116.66,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
319,F Achelam,2024-2024,4,3,0,18,9,6.00,90.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,3,0
320,F Baaleri,2024-2024,5,3,1,27,14*,13.50,84.37,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,4,0
321,F Banunaek,2024-2024,22,14,2,90,32,7.50,62.06,0,0,4,22,408,1,453,24,3/14,18.87,6.66,17.0,0,0,10,0
322,F Campbell,2024-2024,3,3,0,16,9,5.33,76.19,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
323,F Damiao Couana,2024-2024,5,5,2,154,76*,51.33,135.08,0,1,2,5,96,2,99,4,2/6,24.75,6.18,24.0,0,0,1,0
324,F Hand,2024-2024,3,2,1,4,4*,4.00,66.66,0,0,1,3,54,0,91,3,3/18,30.33,10.11,18.0,0,0,0,0
325,F Khaliq,2024-2024,8,8,2,103,49*,17.16,109.57,0,0,1,8,156,0,163,8,2/16,20.37,6.26,19.5,0,0,3,0
326,F Mutua,2024-2024,12,3,0,15,9,5.00,83.33,0,0,1,12,165,1,186,14,3/5,13.28,6.76,11.7,0,0,4,0
327,FA Allen,2024-2024,5,3,1,5,4*,2.50,125.00,0,0,1,4,60,0,85,0,0,0.00,8.50,0,0,0,3,0
328,FA Cossa,2024-2024,5,4,1,34,23,11.33,80.95,0,0,0,4,66,0,85,3,1/14,28.33,7.72,22.0,0,0,3,0
329,FFJ Heo,2024-2024,3,3,0,8,5,2.66,42.10,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
330,FH Allen,2024-2024,12,12,0,361,137,30.08,167.12,1,1,2,0,0,0,0,0,0,0.00,0,0,0,0,2,0
331,FJ Klaassen,2024-2024,2,0,0,0,0,0.00,0.00,0,0,0,2,42,0,70,3,2/37,23.33,10.00,14.0,0,0,1,0
332,FJ Mpegna,2024-2024,5,3,0,5,3,1.66,55.55,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
