,Player_Name,Stats_Span,Matches_Played,Batting_Innings,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Batting_SR,Hundreds_Scored,Fifties_Scored,Ducks,Bowling_Innings,Balls_Bowled,Maidens,Runs_Given,Wickets_Taken,Best_Figures,Bowling_Average,Economy,Bowling_SR,Five_Wicket_Haul,Ten_Wicket_Haul,Catches_Taken,Stumps
830,PW Hasaranga,2024-2024,18,16,3,173,67,13.30,146.61,0,1,4,18,410,1,482,34,4/15,14.17,7.05,12.0,0,0,12,0
831,PWA Mulder,2024-2024,6,5,1,54,36,13.50,117.39,0,0,1,5,54,0,105,3,2/51,35.00,11.66,18.0,0,0,2,0
832,Q de Kock,2024-2024,12,12,0,307,74,25.58,146.19,0,2,1,0,0,0,0,0,0,0.00,0,0,0,0,8,2
833,R Abdulkareem,2024-2024,2,2,0,20,11,10.00,68.96,0,0,0,2,48,1,50,2,1/17,25.00,6.25,24.0,0,0,2,0
834,R Ankad,2024-2024,7,6,1,53,20*,10.60,66.25,0,0,0,7,132,0,100,8,2/12,12.50,4.54,16.5,0,0,1,0
835,R Athapaththu,2024-2024,3,2,2,30,28*,0.00,200.00,0,0,0,2,48,0,72,4,3/23,18.00,9.00,12.0,0,0,0,0
836,R Baaleri,2024-2024,7,7,2,124,51*,24.80,86.71,0,1,0,6,106,0,154,7,4/6,22.00,8.71,15.1,0,0,2,0
837,R Bakum,2024-2024,2,2,0,43,23,21.50,93.47,0,0,0,1,12,0,20,0,0,0.00,10.00,0,0,0,0,0
838,R Brar,2024-2024,4,2,1,3,2*,3.00,60.00,0,0,0,1,24,0,45,0,0,0.00,11.25,0,0,0,0,0
839,R Chopra,2024-2024,6,4,2,71,36*,35.50,91.02,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,6,0
840,R Dhakal,2024-2024,6,1,1,1,1*,0.00,100.00,0,0,0,6,126,0,160,6,2/17,26.66,7.61,21.0,0,0,4,0
841,R Dianish,2024-2024,5,5,0,92,48,18.40,92.92,0,0,1,2,18,0,23,1,1/15,23.00,7.66,18.0,0,0,1,0
842,R Drake,2024-2024,7,4,4,23,11*,0.00,95.83,0,0,0,7,90,0,164,2,1/8,82.00,10.93,45.0,0,0,2,0
843,R Galgalikar,2024-2024,2,2,0,18,18,9.00,90.00,0,0,1,1,18,0,9,3,3/9,3.00,3.00,6.0,0,0,1,0
844,R Gaznavi,2024-2024,3,3,0,16,16,5.33,59.25,0,0,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
845,R Kalimuthu,2024-2024,11,3,2,24,16*,24.00,126.31,0,0,0,11,223,2,288,21,5/21,13.71,7.74,10.6,1,0,1,0
846,R Khanyapa,2024-2024,5,3,1,19,14,9.50,90.47,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
847,R Klein,2024-2024,4,4,1,69,36*,23.00,116.94,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,4,0
848,R Kumar,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
849,R Lutaaya,2024-2024,2,2,0,4,4,2.00,57.14,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
850,R Mangal,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,1,24,0,19,1,1/19,19.00,4.75,24.0,0,0,2,0
851,R Mazumder,2024-2024,7,6,0,68,41,11.33,97.14,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,4,0
852,RA Jadeja,2024-2024,8,5,2,35,17*,11.66,159.09,0,0,1,7,84,0,106,1,1/20,106.00,7.57,84.0,0,0,3,0
853,RD Atangana,2024-2024,5,3,0,8,4,2.66,32.00,0,0,1,4,48,1,33,4,2/0,8.25,4.12,12.0,0,0,0,0
854,RD Berrington,2024-2024,12,11,2,198,47*,22.00,122.22,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,2,0
855,RD Gaikwad,2024-2024,4,3,1,133,77*,66.50,158.33,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
856,RG Mukasa,2024-2024,7,7,0,189,69,27.00,109.88,0,2,3,0,0,0,0,0,0,0.00,0,0,0,0,6,0
857,RL Chase,2024-2024,18,14,5,297,67*,33.00,132.00,0,2,2,17,294,1,354,12,3/12,29.50,7.22,24.5,0,0,7,0
858,RM Dorji,2024-2024,13,13,0,228,57,17.53,107.04,0,1,1,8,126,0,146,6,2/16,24.33,6.95,21.0,0,0,1,0
859,RM Koda,2024-2024,22,6,4,6,4*,3.00,40.00,0,0,2,22,453,1,434,21,3/14,20.66,5.74,21.5,0,0,5,0
860,RP Burl,2024-2024,10,8,0,165,61,20.62,143.47,0,1,1,2,28,0,23,2,1/5,11.50,4.92,14.0,0,0,6,0
861,RP Meredith,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,1,24,0,34,1,1/34,34.00,8.50,24.0,0,0,0,0
862,RR Hendricks,2024-2024,20,20,1,444,87,23.36,126.13,0,3,3,2,23,0,37,0,0,0.00,9.65,0,0,0,7,0
863,RR Joshi,2024-2024,4,2,0,9,8,4.50,112.50,0,0,0,4,82,0,142,2,1/36,71.00,10.39,41.0,0,0,0,0
864,RTM Mendis,2024-2024,2,2,0,15,12,7.50,93.75,0,0,0,1,18,0,26,1,1/26,26.00,8.66,18.0,0,0,1,0
865,RW Hartley,2024-2024,2,2,1,4,4*,4.00,28.57,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
866,Rehan Ahmed,2024-2024,2,1,1,5,5*,0.00,125.00,0,0,0,2,42,0,72,3,3/43,24.00,10.28,14.0,0,0,0,0
867,S Adedeji,2024-2024,2,2,0,37,25,18.50,74.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
868,S Banamali,2024-2024,5,2,1,9,8*,9.00,60.00,0,0,0,5,95,0,149,1,1/28,149.00,9.41,95.0,0,0,0,0
869,S Bangera,2024-2024,5,5,0,42,13,8.40,67.74,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
870,S Barnett,2024-2024,2,2,0,3,3,1.50,30.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
871,S Bau,2024-2024,12,12,2,262,65*,26.20,111.96,0,3,2,9,108,0,129,6,2/10,21.50,7.16,18.0,0,0,2,0
872,S Bodha,2024-2024,8,2,1,1,1,1.00,33.33,0,0,0,8,157,0,208,14,5/16,14.85,7.94,11.2,1,0,5,0
873,S Burdekin,2024-2024,10,10,1,155,59,17.22,101.30,0,1,0,8,160,0,198,14,4/22,14.14,7.42,11.4,0,0,0,0
874,S Chandramohan,2024-2024,11,9,3,249,82,41.50,134.59,0,2,0,0,0,0,0,0,0,0.00,0,0,0,0,3,0
875,S Chaudhary,2024-2024,5,2,1,2,2,2.00,40.00,0,0,0,5,76,0,96,5,3/17,19.20,7.57,15.2,0,0,1,0
876,S Clarke,2024-2024,1,1,0,0,0,0.00,0.00,0,0,1,1,6,0,11,0,0,0.00,11.00,0,0,0,0,0
877,S Davizi,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
878,S Desungnoen,2024-2024,3,3,0,17,11,5.66,48.57,0,0,1,2,24,0,16,0,0,0.00,4.00,0,0,0,1,0
879,S Dhakal,2024-2024,4,3,3,0,0*,0.00,0.00,0,0,0,4,84,0,107,1,1/29,107.00,7.64,84.0,0,0,0,0
880,S Dube,2024-2024,15,13,4,296,63*,32.88,134.54,0,2,1,7,96,0,144,5,2/25,28.80,9.00,19.2,0,0,4,0
881,S Elayaperumal,2024-2024,5,5,0,7,3,1.40,29.16,0,0,1,1,6,0,11,0,0,0.00,11.00,0,0,0,0,0
882,S Fouche,2024-2024,3,2,1,42,40*,42.00,85.71,0,0,0,2,24,0,35,1,1/30,35.00,8.75,24.0,0,0,0,0
883,S Gantulga,2024-2024,6,6,0,10,6,1.66,19.23,0,0,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
884,S Ghimire,2024-2024,5,5,1,181,53*,45.25,117.53,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,2,1
885,S Gill,2024-2024,6,5,3,93,47*,46.50,178.84,0,0,0,5,96,1,75,4,2/14,18.75,4.68,24.0,0,0,1,0
886,S Godara,2024-2024,11,7,3,110,26*,27.50,157.14,0,0,2,11,224,1,268,14,4/5,19.14,7.17,16.0,0,0,6,0
887,S Gooch,2024-2024,9,9,2,282,72*,40.28,117.50,0,3,0,9,186,2,208,14,3/20,14.85,6.70,13.2,0,0,5,0
888,S Grover,2024-2024,4,4,0,63,47,15.75,123.52,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,4,0
889,S Guruvayoorappan,2024-2024,6,4,1,46,20,15.33,67.64,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,2
890,S Hirugade,2024-2024,6,6,0,35,10,5.83,71.42,0,0,0,6,109,0,100,5,2/9,20.00,5.50,21.8,0,0,3,0
891,S Hook,2024-2024,11,8,2,80,37,13.33,85.10,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,2,0
892,S Houghton,2024-2024,5,5,1,27,20*,6.75,52.94,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,3,0
893,S Iturbe,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
894,S Ivetic,2024-2024,4,4,1,88,49*,29.33,98.87,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
895,S Jamil,2024-2024,3,3,2,30,15,30.00,85.71,0,0,0,1,6,0,11,0,0,0.00,11.00,0,0,0,1,0
896,S Jora,2024-2024,13,11,2,199,56,22.11,126.75,0,2,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
897,S Joseph,2024-2024,9,3,3,5,5*,0.00,125.00,0,0,0,9,168,0,271,10,3/31,27.10,9.67,16.8,0,0,3,0
898,S Kamate,2024-2024,5,5,0,17,12,3.40,70.83,0,0,2,3,36,0,44,3,3/12,14.66,7.33,12.0,0,0,0,0
899,S Kaveri,2024-2024,7,7,3,127,46*,31.75,85.23,0,0,1,4,61,0,67,6,4/21,11.16,6.59,10.1,0,0,1,0
900,S Koppolu,2024-2024,4,4,2,53,34*,26.50,106.00,0,0,0,2,30,0,28,2,2/20,14.00,5.60,15.0,0,0,0,0
901,S Kushretha,2024-2024,4,2,1,11,9*,11.00,47.82,0,0,0,4,96,0,99,4,2/21,24.75,6.18,24.0,0,0,2,0
902,S Lamichhane,2024-2024,6,2,1,10,10,10.00,90.90,0,0,0,6,144,2,119,10,3/29,11.90,4.95,14.4,0,0,3,0
903,S Loday,2024-2024,7,5,2,51,19,17.00,85.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
904,S Maduranga,2024-2024,6,6,2,46,14,11.50,59.74,0,0,0,6,78,0,90,2,2/16,45.00,6.92,39.0,0,0,0,0
905,S Mahmood,2024-2024,6,1,0,12,12,12.00,80.00,0,0,0,6,126,1,153,11,4/34,13.90,7.28,11.4,0,0,0,0
906,S Movva,2024-2024,12,12,3,218,37,24.22,106.34,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,9,1
907,S Muniandy,2024-2024,21,19,0,327,41,17.21,101.86,0,0,0,5,72,1,67,5,2/7,13.40,5.58,14.4,0,0,13,0
908,S Murari,2024-2024,5,4,0,9,8,2.25,75.00,0,0,2,5,114,0,76,4,1/10,19.00,4.00,28.5,0,0,1,0
909,S Nadigotla,2024-2024,8,6,0,99,29,16.50,104.21,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,9,0
910,S di Bartolomeo,2024-2024,4,0,0,0,0,0.00,0.00,0,0,0,4,87,0,72,7,2/15,10.28,4.96,12.4,0,0,4,0
911,SA Abbott,2024-2024,6,2,0,4,4,2.00,80.00,0,0,1,6,128,0,187,12,3/28,15.58,8.76,10.6,0,0,5,0
912,SA Ahmad,2024-2024,4,4,0,18,15,4.50,58.06,0,0,1,4,84,0,72,2,1/21,36.00,5.14,42.0,0,0,0,0
913,SA Edwards,2024-2024,20,19,1,407,99,22.61,133.88,0,2,1,0,0,0,0,0,0,0.00,0,0,0,0,16,2
914,SA Engelbrecht,2024-2024,12,10,1,280,75,31.11,132.70,0,1,1,5,48,0,71,5,2/13,14.20,8.87,9.6,0,0,5,0
915,SA Jumbe,2024-2024,6,6,0,63,25,10.50,91.30,0,0,1,6,99,0,111,9,5/10,12.33,6.72,11.0,1,0,2,0
916,SA Mohandas,2024-2024,2,1,0,0,0,0.00,0.00,0,0,1,2,24,0,41,1,1/30,41.00,10.25,24.0,0,0,0,0
917,SD Hope,2024-2024,12,12,2,340,82*,34.00,165.04,0,3,2,0,0,0,0,0,0,0.00,0,0,0,0,4,0
918,SE Leluma,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,1,6,0,16,0,0,0.00,16.00,0,0,0,0,0
919,SG Mangela,2024-2024,2,2,0,38,36,19.00,108.57,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
920,SH Johnson,2024-2024,5,1,0,0,0,0.00,0.00,0,0,1,5,96,0,153,10,5/26,15.30,9.56,9.6,1,0,0,0
921,SI Kamea,2024-2024,5,3,1,4,2,2.00,57.14,0,0,0,5,96,0,120,4,2/13,30.00,7.50,24.0,0,0,2,0
922,SJ Cotter,2024-2024,6,6,1,122,51,24.40,105.17,0,1,1,0,0,0,0,0,0,0.00,0,0,0,0,3,0
923,SJ Hughes-Pinan,2024-2024,4,2,2,7,6*,0.00,63.63,0,0,0,4,92,1,65,7,5/12,9.28,4.23,13.1,1,0,0,0
924,SKA Awiah,2024-2024,5,5,2,52,18*,17.33,78.78,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
925,SKDT Madusanka,2024-2024,5,4,0,42,19,10.50,64.61,0,0,0,4,48,0,110,3,2/36,36.66,13.75,16.0,0,0,0,0
926,SKR Mallidi,2024-2024,3,2,0,13,12,6.50,65.00,0,0,0,2,18,0,34,1,1/18,34.00,11.33,18.0,0,0,3,0
927,SKS Gill,2024-2024,5,5,0,94,57,18.80,96.90,0,1,2,2,29,0,26,2,2/20,13.00,5.37,14.5,0,0,4,0
928,SM Curran,2024-2024,11,6,1,96,41,19.20,143.28,0,0,0,11,174,1,303,5,2/23,60.60,10.44,34.8,0,0,3,0
929,SO Hetmyer,2024-2024,4,4,1,40,31*,13.33,125.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,2,0
930,SR Bhudia,2024-2024,15,13,3,286,50*,28.60,134.27,0,1,0,5,64,2,51,7,3/0,7.28,4.78,9.1,0,0,5,0
931,SR Mohan,2024-2024,5,4,0,36,18,9.00,64.28,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,1
932,SR Mukkamalla,2024-2024,9,9,0,331,85,36.77,137.91,0,3,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
933,STRA de Silva,2024-2024,5,5,1,51,33,12.75,71.83,0,0,0,2,18,0,41,0,0,0.00,13.66,0,0,0,2,0
934,SU Halarnkar,2024-2024,2,2,0,0,0,0.00,0.00,0,0,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
935,SYS Assegon,2024-2024,3,2,0,1,1,0.50,5.55,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
936,T Amarmend,2024-2024,13,12,1,69,21*,6.27,43.94,0,0,5,10,176,0,272,8,2/32,34.00,9.27,22.0,0,0,1,0
937,T Batjargal,2024-2024,2,2,1,1,1*,1.00,33.33,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
938,T Britton,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,1,24,0,21,2,2/21,10.50,5.25,12.0,0,0,0,0
939,T Chopel,2024-2024,1,1,0,0,0,0.00,0.00,0,0,1,1,12,0,29,0,0,0.00,14.50,0,0,0,0,0
940,T Gwandu,2024-2024,4,0,0,0,0,0.00,0.00,0,0,0,3,49,0,38,5,3/10,7.60,4.65,9.8,0,0,1,0
941,T Hinds,2024-2024,2,1,1,5,5*,0.00,166.66,0,0,0,2,26,0,54,1,1/30,54.00,12.46,26.0,0,0,0,0
942,T Horpinitch,2024-2024,4,4,0,34,13,8.50,54.83,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
943,T Jamtsho,2024-2024,13,13,3,253,66*,25.30,133.15,0,2,2,8,105,0,155,3,1/14,51.66,8.85,35.0,0,0,4,0
944,T Kahamker,2024-2024,3,2,1,5,4*,5.00,166.66,0,0,0,1,24,0,30,2,2/30,15.00,7.50,12.0,0,0,0,0
945,T Lungameni,2024-2024,12,3,3,14,12*,0.00,233.33,0,0,0,12,240,1,340,7,3/13,48.57,8.50,34.2,0,0,0,0
946,T Martin,2024-2024,2,2,0,27,26,13.50,180.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
947,T Marumani,2024-2024,12,12,1,336,86,30.54,158.49,0,2,0,0,0,0,0,0,0,0.00,0,0,0,0,4,2
948,T Misi,2024-2024,2,1,0,1,1,1.00,100.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
949,T Munyonga,2024-2024,1,1,0,4,4,4.00,66.66,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
950,T Musekiwa,2024-2024,5,3,2,38,14,38.00,180.95,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
951,TA Blundell,2024-2024,2,2,0,32,28,16.00,168.42,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
952,TA Boult,2024-2024,6,3,1,26,16,13.00,118.18,0,0,0,6,132,2,132,9,3/16,14.66,6.00,14.6,0,0,2,0
953,TC Barker,2024-2024,5,5,0,145,59,29.00,116.93,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
954,TD Chaoana,2024-2024,10,9,3,57,26,9.50,85.07,0,0,0,10,213,0,209,12,3/16,17.41,5.88,17.7,0,0,7,0
955,TH David,2024-2024,20,17,7,297,41*,29.70,169.71,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,13,0
956,TJ Draca,2024-2024,4,0,0,0,0,0.00,0.00,0,0,0,4,96,2,68,8,3/9,8.50,4.25,12.0,0,0,2,0
957,TL Chatara,2024-2024,4,2,2,0,0*,0.00,0.00,0,0,0,4,77,1,107,3,3/16,35.66,8.33,25.6,0,0,0,0
958,TL Cutler,2024-2024,11,6,3,68,34*,22.66,125.92,0,0,0,11,216,0,289,9,3/11,32.11,8.02,24.0,0,0,0,0
959,TM Anker,2024-2024,1,1,1,1,1*,0.00,14.28,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
960,TM Head,2024-2024,15,15,1,539,80,38.50,178.47,0,4,2,0,0,0,0,0,0,0.00,0,0,0,0,2,0
961,TM Macalou,2024-2024,5,5,0,27,14,5.40,33.33,0,0,1,4,42,0,56,3,2/28,18.66,8.00,14.0,0,0,0,0
962,TS Bharaj,2024-2024,6,6,0,126,46,21.00,128.57,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,3,0
963,TS Kamunhukamwe,2024-2024,3,3,0,50,26,16.66,111.11,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
964,TU Deshpande,2024-2024,2,0,0,0,0,0.00,0.00,0,0,0,2,36,0,55,2,1/25,27.50,9.16,18.0,0,0,2,0
965,TW Dlamini,2024-2024,2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
966,U Bhagwan,2024-2024,4,2,1,5,4,5.00,125.00,0,0,0,4,72,0,119,2,1/24,59.50,9.91,36.0,0,0,0,0
967,US Hathinjar,2024-2024,11,11,0,167,68,15.18,107.05,0,1,1,0,0,0,0,0,0,0.00,0,0,0,0,7,1
968,V Aravind,2024-2024,1,1,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
969,V Aritharan,2024-2024,2,2,1,58,45*,58.00,241.66,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
970,V Ateak,2024-2024,3,1,0,5,5,5.00,38.46,0,0,0,3,45,0,39,4,2/4,9.75,5.20,11.2,0,0,0,0
971,V Ganesan,2024-2024,4,3,1,24,24,12.00,109.09,0,0,1,1,24,0,21,3,3/21,7.00,5.25,8.0,0,0,0,0
972,V Jayant,2024-2024,4,3,0,22,17,7.33,61.11,0,0,1,2,30,1,30,1,1/19,30.00,6.00,30.0,0,0,0,0
973,V Khanduri,2024-2024,4,3,1,9,6,4.50,45.00,0,0,1,4,72,0,99,5,2/19,19.80,8.25,14.4,0,0,1,0
974,V Kohli,2024-2024,10,10,0,180,76,18.00,119.20,0,1,3,0,0,0,0,0,0,0.00,0,0,0,0,4,0
975,VD Adewoye,2024-2024,5,5,1,70,41*,17.50,152.17,0,0,0,4,54,0,65,3,2/12,21.66,7.22,18.0,0,0,4,0
976,VF Bomnyuy,2024-2024,5,3,2,4,4*,4.00,50.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
977,VJ Kingma,2024-2024,16,3,1,5,4,2.50,71.42,0,0,1,16,337,1,378,16,4/21,23.62,6.72,21.0,0,0,2,0
978,VRB Arachchige,2024-2024,4,2,2,5,5*,0.00,166.66,0,0,0,4,54,0,83,2,1/7,41.50,9.22,27.0,0,0,1,0
979,W Barresi,2024-2024,4,3,1,13,8,6.50,118.18,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,2,0
980,W Madhevere,2024-2024,9,7,0,111,43,15.85,105.71,0,0,1,2,24,1,26,2,2/7,13.00,6.50,12.0,0,0,2,0
981,W Maximo,2024-2024,1,1,0,25,25,25.00,108.69,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
982,W Miyauchi,2024-2024,18,14,3,270,72,24.54,106.29,0,2,1,1,6,0,3,0,0,0.00,3.00,0,0,0,10,5
983,W Nalisa,2024-2024,10,8,4,68,31*,17.00,109.67,0,0,0,8,173,0,208,13,6/16,16.00,7.21,13.3,1,0,3,0
984,WAE Burton,2024-2024,5,5,0,27,8,5.40,81.81,0,0,0,1,17,0,14,1,1/14,14.00,4.94,17.0,0,0,2,0
985,WG Jacks,2024-2024,11,10,0,202,38,20.20,127.04,0,0,0,1,6,0,22,0,0,0.00,22.00,0,0,0,3,0
986,WIA Fernando,2024-2024,2,2,0,4,4,2.00,44.44,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,1,0
987,WJ Cope,2024-2024,3,3,0,13,11,4.33,38.23,0,0,0,1,6,0,15,0,0,0.00,15.00,0,0,0,2,0
988,WP Masakadza,2024-2024,12,7,2,88,34,17.60,111.39,0,0,1,11,156,1,203,5,1/15,40.60,7.80,31.2,0,0,7,0
989,XC Bartlett,2024-2024,6,2,0,5,5,2.50,50.00,0,0,1,6,124,0,137,10,3/13,13.70,6.62,12.4,0,0,6,0
990,Y Divekar,2024-2024,3,3,1,13,11,6.50,72.22,0,0,1,2,12,0,31,0,0,0.00,15.50,0,0,0,0,0
991,Y Konate,2024-2024,5,5,0,16,11,3.20,39.02,0,0,2,1,18,0,16,0,0,0.00,5.33,0,0,0,0,0
992,Y Naing Tun,2024-2024,5,5,1,18,11,4.50,51.42,0,0,2,0,0,0,0,0,0,0.00,0,0,0,0,4,0
993,YBK Jaiswal,2024-2024,8,8,1,293,93*,41.85,172.35,0,2,0,0,0,0,0,0,0,0.00,0,0,0,0,3,0
994,YC Latouche,2024-2024,1,1,1,0,0*,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
995,YJC Altamirano,2024-2024,2,2,1,1,1*,1.00,50.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,1,0
996,Z Bimenyimana,2024-2024,12,6,3,25,9,8.33,113.63,0,0,1,12,201,0,252,10,3/24,25.20,7.52,20.1,0,0,2,0
997,Z Makadji,2024-2024,3,3,1,2,1*,1.00,20.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
998,ZB Lion-Cachet,2024-2024,4,4,0,33,14,8.25,68.75,0,0,1,4,70,0,80,4,2/5,20.00,6.85,17.5,0,0,1,0
999,ZE Green,2024-2024,15,12,4,213,52*,26.62,113.90,0,1,1,0,0,0,0,0,0,0.00,0,0,0,0,14,1
1000,ZGF Foulkes,2024-2024,4,3,1,33,27*,16.50,143.47,0,0,1,4,90,0,117,5,3/20,23.40,7.80,18.0,0,0,0,0
1001,ZR Jabeneke,2024-2024,4,3,1,25,12*,12.50,86.20,0,0,0,2,30,0,17,1,1/16,17.00,3.40,30.0,0,0,1,0
